content,product
"My repair was to my door Dometic awning. Last time out it seemed to be hanging a little low in the front corner. At home in the shed I could give it a good inspection and noticed the pin the front arm pivots on was not pressed down into the bottom tab of the bracket at all, causing the arm to hang low. Actually the top of the pin was so high that a crease was starting to develop in the fabric as the awning extended or retracted. I supported the extended awning from the shed frame while I took the arm off the side of the coach so the pin could be pressed all the way in with a ""C"" clamp. On further inspection all the pins needed to be pressed in completely. Couldn't find any instructions on specific adjustments so did best I could and seems to work great.",Exterior
Just replaced the gaskets and ball in my Thetford electric toilet...it no longer held water and I was tired of seeing it dry when I went to use it Not a job for the totally faint at heart because there was some stuff down there that might have been there for 10 years! I cleaned everything and greased some moving parts. It sure is nice knowing I am good for another 10 years!,Plumbing
"Scoured the roof and picked up materials for a recoat. Pulled the generator to replace a bad front rotor bearing. Also replacing brushes, filters, plugs, and, unfortunately, the coil. Welded up the cross brace between the forward jacks. Just a couple more things and Iâ€™ll be ready for a road trip.",Exterior
"Major service on gen. Oil, oil filter
, air filter, fuel pump and filter, plugs, and adjust rocker arms..",Chassis
"Quote:
You just can't fix stupid
Yes you can.....but the method is illegal.
Quote:
Major service on gen. Oil, oil filter
, air filter, fuel pump and filter, plugs, and adjust rocker arms..
I sure hope yo meant ""valves""
Today I install the two Maxxair Fanmate vent covers, finish installing the sofa bed and replace the piece-o'-crap shower head
with an Oxygenics Fury.",Plumbing
"Check out the turnbuckles at the hardware store. You may have cut to length.
Turnbuckles have the right and left threads and are inexpensive.
They wil not have the Hex in the center, bit you can pre adjust the length and then insert the ball joints.",Hardware
"Quote:
Originally Posted by oldSarge98
Added Roadmaster RSSA steering stabilizer to front axle. Interested mostly in safety margin for front tire blowout protection but was very pleasantly surprised by big reduction in what little front end wandering we had to start with. Highway steering is nearly as stable as my rock solid Silverado 2500. The touted ""return to center"" feature is there but not as functional as expected. Installed in less than an hour. We were very lucky in that after initial installation it required no adjustment, it tracks straight down the middle of the lane almost hands off. Purchased stabilizer and mounting kit on Amazon for under $400. The ""Honey"" chrome browser extension saved us over $40 finding a non Prime retailer charging no shipping or sales tax.
Which Roadmaster unit did you use?",Chassis
"Replaced the gasket and plastic nut in our Montana shower strainer. Was stepping into shower when I heard a crack, after shower water was all over floor!
Removed inspection cover,found the plastic nut had split and the paper thin rubber seal was torn. Went to the hardware store in town (15 miles) found a kitchen strainer with same size metal nut and thicker seal bought the kit only $10. Everything works good!!!",Plumbing
Maybe OT. But today I replaced the seals and bearings in the intermediate housing of the IO on my boat. It is a recreational vehicle after all!,Hardware
"I installed a Super Steer rear trac bar for F53 chassis. A bit of a challenge to get it lined up and torqued. Took me 3 hours vs the 1.5 normal install time. I also installed the Snap Pads on my LCI leveling legs, by myself. Supposed to be 2 person install.",Chassis
"Five new brake hoses and flushed the system with new fluid.
F53 Replacing Brake Hoses â€“ 1999 Southwind 35S",Chassis
"Aligned all the basement doors so they shut flush with the side of the rig, plug make good/even contact on the door gaskets to keep dirt and water out of the basement.
Tightened up the latch mechanisms and lubricated with silicone spray.",Hardware
"Fall maintenance on my 08 Pace Arrow P38 W24 oil change, air filter, sprayed MAS, lube, Fuel filter
, changed rear brake pads
to Performance Friction Carbon Metallic what awesome brake pads
these are now on both axles.I can stop on a dime.Generator service and new choke pull off. checked all tires. Ready for fall travels.",Chassis
"Well,
I just finished rebuilding the sway bar with all new bushings on our '04 Itasca Horizon 36GD with the C-7 330HP CAT. The coach is now 14 years old and it's sporting 83,000 miles. So, when I lost one of those sway bar bushings
, and that created a whole bunch of noise, it was time to rebuild it. Pics below. That being done, it was time to move on with the major project of fabrication of new valances for all the windows. I'd already done 4 of the front section of the coach and, I had two more to finish up. The original ones, while they looked good, were way too flimsy for re-upholstering.
So, I built all new valances and, foamed them then, we (the CEO and I) sewed up new materials and designs for them. We also had the couch done too in some of the same material. The dated coach is now coming into the 22nd century. Waaaaaaay better.
Scott
P.S. In the pics below, you see the old passenger side, large window valance on my workbench. The next two are the brand new valance with new and modern upholstery/material on it. The last pic is of the newly rebuilt front sway bar installed.",Chassis
"A while back I replaced the flexible line that supplies high pressure oil to the injectors on my 3126E. It was cracked in a few places (see pic) and not wanting to feel like Damocles anymore I decided to change it out. Lucky for me Cat makes a kit for this, replacing the flexible line with a steel tube (see other pic)...much better. The kit includes all the parts needed and very detailed instructions, the part number is 240-0717 in case anyone is interested.",Chassis
"Always tinkering with something. Recently it is the TV antenna. The antenna on the coach when we bought was an RCA. We live in a remote area for both TV and cel reception so I am able to experiment between adventures. The RCA was not the best, as well as an Antop or a Wineguard. Both not the best. Working on installing a home that receives much better than the store boughts.",Exterior
"New radiator fan
clutch..
F53 Fan clutch replacement â€“ 1999 Southwind 35S
..",Chassis
"I finally pinned myself down to have a closer look at my Attwood WH that would not stay ignited. It worked when we first got the MH and declined to were it would kick off seconds after being fired up.
We have motoraid so no problem wallydocking as we usually clean up the night before. We have always stayed at 50A locations but have a spot booked in Myrtle Beach that is only 30A which is smoother if the water heater can run on gas.
Anyway I found the connections on the board corroded and the molux connector pins corroded. Cleaned those up the best I could without removing the pins and cleaned the board connections.
Found the board sealed in resin on a 2004 model that mentioned to check for bad traces on the board. I imagine its been replaced at some point.
Interesting to see it sealed probably to protect it from the elements. I worked for Rockford Fosgate
in the 80s and they sealed their boards in resin and silica sand to hopefully prevent other companies from stealing their tech. Hadn't thought about it in forever until seeing this board jogged the memory loose. I would bet their stuff is no longer hand made in the good ole USA.
Anyway, I digress. I put it all together and flipped the switch and it did absolutely nothing. I was like hmmm. Not intermittent anymore. Waited a few minutes and nothing. Even had a shower to run the water out of the tank with the 115 element off and nothing. Not even a click of the gas valve.
My little voice to the rescue. It told me to close it up and wish it a safe trip home and it will probably work when we get there. Lo and behold, flip the switch and it doesn't do anything. Wait about 10 seconds and it bursts into life and stayed on for quite a while before I cut it off. Im thinking about ordering an eco board and flame sensor just in case. The flame sensor was pretty cruddy.
I also need to replace the release valve. It drips under pressure.",Electrical
"Replaced the left side windscreen, as well as 6 of the underbay hatch struts
. Plan on new front privacy curtains.",Door Locks & Parts
"01 pseries workhorse 8.1L coolant temp sensor....hard cold start. - replaced three wire sensor was causing hard cold start.....squirting fuel down throttle throat and motor would start right up indicated lean fuel trim. Evidently sensor was telling ECM engine was warm when it was actually cold.
Its on passenger side thru tire well....used 22mm open end wrench move fast and u barely lose any coolant.
Standard Motor Parts TX102 from amazon......they say its wrong part but they are WRONG....86$.",Chassis
"A year or so ago I removed the old single DIN Panasonic
integrated dash stereo, GPS, 6 CD changer and flip up backup camera display. I mounted a new 7"" Pyle display monitor under the overhead entertainment cabinet for the backup camera and TripTek display. I used a wireless RCA video device from Amazon to connect the monitor to the old backup camera and TripTek video connection under the dash.
The wireless video just wasn't acceptable, so yesterday I fished a RCA video cable from under the dash, up under the passenger side A pillar cover and through the upper cabinets to the Pyle video monitor. It was a little more of a challenging and arduous project than I thought, but it turned out great.
Here is a bad picture showing the Pyle monitor under the left side of the overhead cabinet:",Electrical
"Alternator went out, found a shop that rebuilds them. 45 minutes to get out, hour and a half to get back in. 133 bucks after tax and she is purring like a kitten. Also cleaned up some connections and got the emergency start to work. Now I just need to figure out how to get the house batteries to charge off of the alternator",Electrical
"Time for the fluid changes. Engine and genset motor oil, pulling samples of all fluids to send to Blackstone Labs as I do every year. In fact when they send me the reports they say ""See you next spring!"" Well worth the piece of mind that nothing has changed in all the internals.
All filters, grease the chassis and flush the brake fluid.",Chassis
"Repaired oil leak on valve cover
and engine brake spacer housing. At the same time I adjusted the valves.
Bill",Chassis
"Air filter, propane regulator
, door seal. Little fixes/maintenance stuff",Chassis
"Was in South Carolina noticed loss of power and some black smoke out of exhaust. Lifted up bed and removed cover found gasket between exhaust manifold
and turbo leaking. Drove it home 18 hours took it apart at home after soaking with acetone&atf mixture for couple days hoping not to snap off a stud. After taking turbo out found compressor wheel chewed up. I know you all like pics.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.",Chassis
"Quote:
Originally Posted by mike brez
Was in South Carolina noticed loss of power and some black smoke out of exhaust. Lifted up bed and removed cover found gasket between exhaust manifold
and turbo leaking. Drove it home 18 hours took it apart at home after soaking with acetone&atf mixture for couple days hoping not to snap off a stud. After taking turbo out found compressor wheel chewed up. I know you all like pics.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
This image has been resized. Click this bar to view the full image. The original image is sized %1%2.
So have you checked upstream of the turbo to see how whatever did the damage got into the fresh air supply?",Chassis
"Quote:
Originally Posted by Hit_the_Rhod
So have you checked upstream of the turbo to see how whatever did the damage got into the fresh air supply?
Not yet but I'm guessing it was the missing peices of the gasket.
Going to air test the air charge cooler tomorrow then remove the bottom hose to see if anything is laying around that area.",Chassis
Bummer ! Lost a Gasket there quite a few yrs ago . I know the drill - Your Turbo Definitely ate something metallic. Your Gasket looks similar to the one I had- I replaced it with a Metallic Wafer type gasket and it was Thicker than OE.,Chassis
"Quote:
Originally Posted by mike brez
Not yet but I'm guessing it was the missing peices of the gasket.
Going to air test the air charge cooler tomorrow then remove the bottom hose to see if anything is laying around that area.
That missing part of gasket will have gone out. That is on the exhaust side anyway.
Your compressor side probably was damaged long before the gasket went. It doesn't take much to do the damage it has. You will likely see a real improvement in power and economy after you replace the turbo.
I have seen damage like that many times from some little bits that got into the clean side of the intake system
somehow.
Just be sure to clean all the piping between the air filter and turbo. Remember, cleanliness is next to godliness in your intake system
.
Happy Glamping.",Chassis
"Quote:
Originally Posted by Unplanned
That missing part of gasket will have gone out. That is on the exhaust side anyway.
Your compressor side probably was damaged long before the gasket went. It doesn't take much to do the damage it has. You will likely see a real improvement in power and economy after you replace the turbo.
I have seen damage like that many times from some little bits that got into the clean side of the intake system
somehow.
Just be sure to clean all the piping between the air filter and turbo. Remember, cleanliness is next to godliness in your intake system
.
Happy Glamping.
The broken gasket is not on the exhaust side",Chassis
"Fixed a weld that popped on the 1/4"" rod that keeps both sides of our fold out steps aligned.. I stepped onto the lower step and heard a loud pop and found the weld that fixed the rod to the side plate had let go.. Used a small oxy/acetylene torch kit with some brazing rod and had it working like new in about 15 minutes.
God I love easy fixes!!",Electrical
"Replaced the wiring in the dash that Freightliner felt was the cause of my low brake pressure alarm
Found the Air leak that caused the low brake alarm, it was a crack on the 4 in 1 Gage. Ordered Gage.",Electrical
Replaced the multifunction gauge on my freightliner chassis last year. No aftermarket matching gauges exist that I could find. I have been lucky in the past and found manufactures names or part numbers on parts because freightliner has parts made for them by other companies but no luck with the gauge. Cost about $500 as I remember.,Electrical
"Ours has the 2 way frig mounted in the slide. It's gone 16 plus years just fine but I noticed on our last trip, that the condenser cooling fan
was running more often than normal. Got home and climbed up to check for obstructions through the upper hatch. Found the fins to be a bit dirty and surface rusted so cleaned them up. Had one dirt dauber nest on one end and removed it.
I also noticed there was a metal deflector installed to focus air flow over the coil. There was a large gap though, about 2 inches wide, that I'm fairly certain was allowing too much air flow to bypass the coil. Unscrewed, drilled out the pop rivets, then reinstalled with less gap to concentrate more air flow over the coil. Thinking this will help to make cooling more efficient in the hot weather we sometimes have to endure.",Heating & Cooling
"Every time my DW opened the front slides I hear, I hate them spots. Will see if she notices.",Elecrtical
"It rained like all get out for the last two days and I sprung a leak around the air conditioner in the bedroom. DW was not happy to wake up in the middle of the night with water dripping on her head! I took the cover off and tightened the 4 bolts down holding it to the roof. Hopefully this will fix the problem. It's supposed to rain again in the next few days. Keeping my fingers crossed!
I also got up on the roof and put some Eternabond on a couple of small cracks I saw up there which I'm sure was not the cause of the major leak we had. Put some Dicor around the base of the air conditioner as well while I was up there.",Heating & Cooling
"Quote:
Originally Posted by PaulAchuff
It rained like all get out for the last two days and I sprung a leak around the air conditioner in the bedroom. DW was not happy to wake up in the middle of the night with water dripping on her head! I took the cover off and tightened the 4 bolts down holding it to the roof. Hopefully this will fix the problem. It's supposed to rain again in the next few days. Keeping my fingers crossed!
I also got up on the roof and put some Eternabond on a couple of small cracks I saw up there which I'm sure was not the cause of the major leak we had. Put some Dicor around the base of the air conditioner as well while I was up there.
You should probably also check the weep holes up there under the a/c unit. If they're clogged, water will back up in the pan and then leak inside.",Heating & Cooling
"One of my other projects was to discontinue the constant condensation water on the roof creating algae and white stains on the side of my newly painted Newmar. The other was to inspect the now known poor workmanship done by North Trail
Rv. I removed both a/c units and used the aluminum duct tape to secure and seal all the duct work back into place. Then with some 1-1/2â€ square aluminum tube created a collar to raise the unit enough to install condensate drains and tubing to feed over to the two roof vents
. After a few weeks now itâ€™s so nice not to have those stains on side walls and water dripping and splashing debris on coach and wheels.","Adhesives, Sealants, & Cleaners"
Went to start the Itasca Meridian and heard a big boom! One of the chassis batteries exploded! Washed everything down after a hefty amount of baking soda. That battery certainly blew with plastic everywhere. Replaced both seven year old chassis batteries and all is fine now!,Electrical
"completely renewed the engine compartment (diesel pusher). New seals around bed frame and new heat/sound insulation. The fabric over the engine was ripped and sagging, so I replaced it with stuff from the local hot rod shop (the foil looking material in the pic). I re-used the sheet fiberglass core and glued the foil stuff over it. i washed the engine and sprayed a coat of engine detailer. looks amazing...except for all the missing ""Caterpillar Yellow"" paint.",Interior
"I took it to the Ford dealer for a spa day. Tires rotated, front end greased, e-brake adjustment and brake check. They just called and the drag link boot is torn and is being replaced under warranty.
I had the oil changed at the RV dealer (Lazy Days) three months ago for $250. The Ford dealer does it for $120! Next time I know where itâ€™s going.",Chassis
"Quote:
Originally Posted by BirchyBoy
I took it to the Ford dealer for a spa day. Tires rotated, front end greased, e-brake adjustment and brake check. They just called and the drag link boot is torn and is being replaced under warranty.
I had the oil changed at the RV dealer (Lazy Days) three months ago for $250. The Ford dealer does it for $120! Next time I know where itâ€™s going.
Both prices are insanely high!
I use the Motorcraft Oil and Motorcraft filter specified in the manual - and I pay about $27 for 6 quarts of oil and filter!",Chassis
Replaced the $650 4 in one instrument on the dash of my 3008 Freightliner chassis. It had cracked and begun leaking air giving a break warning. It fixed the problem.,Electrical
"Had a seized solid wastegate that caused problems with the turbocharger. Had to replace it and did it by myself. Got done, I trust CAT more than eBay and paid for it to the tune of $2,100.00 with all parts to replace old ones. Took my time and learned more than I wanted to on turbocharger exhaust clamps!",Chassis
changed the serpentine belt.Found out that I could pull tensioner down using both hands while underneath the coach to put belt on.,Chassis
"Radiator was leaking like a waterfall on my Solei 34t by Winnebago. They said out of warrantee too bad for you so now 5 year old coach can need a radiator replaced. No alternative but to spend $3600.00 at freightliner for the repair which required then to remove the bed and part of rear floor as hatch was not big enough. I have had vehicles go 15 years and many miles with out replacing a radiator. But we are living in times where manufactures such as freightliner hide behind their warrantee when they install defective parts. Radiator should last longer than 5 years and 24,800 miles. Wife talking about bigger coach but she likes Forza and Holiday Rambler also built on Freightliner chassis and I am not biting burn me once shame on you burn me twice shame on me! Freightliner used to be reliable honorable brand not anymore IMO!",Chassis
"Quote:
Originally Posted by evanslb19
Radiator was leaking like a waterfall on my Solei 34t by Winnebago. They said out of warrantee too bad for you so now 5 year old coach can need a radiator replaced. No alternative but to spend $3600.00 at Freightliner for the repair which required then to remove the bed and part of rear floor as hatch was not big enough. I have had vehicles go 15 years and many miles with out replacing a radiator. But we are living in times where manufactures such as Freightliner hide behind their warrantee when they install defective parts. Radiator should last longer than 5 years and 24,800 miles. Wife talking about bigger coach but she likes Forza and Holiday Rambler also built on Freightliner chassis and I am not biting burn me once shame on you burn me twice shame on me! Freightliner used to be reliable honorable brand not anymore IMO!
Sorry for your radiator woes. We ran through a radiator problem with out 2001 Dutch Star. Radiator started leaking, limped to a Freightliner shop. They recommended NOT using the Freightliner radiator as they had a lot of problems with them. They recommended a local speed shop who built radiators from scratch, better built, better warranty, took a week to remove, take to shop, shop built radiator, reinstalled. That was three years and 25k miles ago. No issues since. Oh, and for history, the PO replaced the Freightliner radiator 5 (FIVE) times in 120k miles . . . One was road damage, installed wrong radiator and replaced it with correct one, no charge, that one was faulty radiator, failed after maybe 3 months, replaced, no charge, the other two were unexplained. So fingers crossed, hope this ""built"" one lasts as long as we have coach!",Chassis
"Slide topper replacement
Stone Vos-chat with owner Ingrid and educate yourself on their material options.
Just replaced the 4th of 4 toppers(3 of 4 last year).....very happy with'em.",Exterior
"Quote:
Originally Posted by ChainSaw
I just finished refurbishing my Tandem Tow HD.
That thing is SWEET. Now.
As for me, today I added some dye to the dash AC so hopefully tomorrow I can find the freon leak. While I was at that I hooked up a scope to the ignition to see what might be causing a misfire and loss of power. Lean firing line in #7 and #8. Well, I was meaning to do an injector service anyway. Already bought the o-rings. So second item on the to-do list tomorrow is to pull the injectors for a look-see I guess. Ford 7.5, so not a terribly big deal.",Chassis
"Had trouble with my brakes keeping the air pressure up. I replaced air dryer first then the governor with no results. So I thought must be compressor so I got the top end kit. I took it apart and found a piece broken and replaced it.
Started it up and pressure went up great so I thought I had fixed it, not so quick. After about twenty miles down the road air pressure dropped without even using the air Sooo back to work.
I pulled the top of the compressor back off and everything was fineðŸ˜•. I figured out that while it was cooled off it would pump up but would not stay up. So I decided to get another governor this time I bought one from Bendix ( the mfg.) of the compressor and not an off brand. That was the problem. I was lucky because all this happened about twenty miles from home.
Just a heads up on this problem.",Chassis
We purchased a 95 Gulfstream DP. The floor was rotted out. I finished the floor in the front and just finished putting the kitchen cabinets back in with a new sink. Attacking the bathroom next.,Interior
"Quote:
Originally Posted by Seasoned Grace
We purchased a 95 Gulfstream DP. The floor was rotted out. I finished the floor in the front and just finished putting the kitchen cabinets back in with a new sink. Attacking the bathroom next.
Nice. Pictures please if you have them. Always like to see the improvements.",Interior
"Quote:
Originally Posted by Jbertram2
Iâ€™ve replace both of the thermostats Still no heat
Not much to go on...There is in most RV water
heaters, a thermal fuse. It's under the outside access plate. It's covered with a black sleeve. A little bullet shaped device that fails seemingly at random and shuts down the WH. It's obvious when you try to ohm it out. It should read zero but when bad will read 1. Or infinity depending on meter.
I believe the output wire from it is purple and goes to a 1/4"" terminal on the ESI board. Check for 12 volt there. If it's zero volt, the thermal fuse is bad.
The printing on the fuse give enough info to google it. Amazon and eBay carry them. So do most electrical supply places. So do RV stores.
This all assumes you usually try to heat your water with propane. But if the thermal fuse is bad, some ESI control boards will shut off the electric element relay too.",Heating & Cooling
"Quote:
Originally Posted by GMoore
Power Gear hydraulic leveling system. 19 year old motor rusted up, bad noises coming from the pump.
Motor sits on a plate with pump below in the fluid reservoir. You can see the bearing, it wouldn't turn.
Replaced the motor, bearing, seal on the pump shaft and cleaned up the plate.
On a gasser all this sits behind the front grill, everything gets wet driving in the rain.
Now it is the quietest it has ever been.
Mine pump etc. is midship by my genset.",Chassis
"Quote:
Originally Posted by MikeGee
Just installed qty 2 new Group 31 chassis batteries. Now working on air dryer that is purging too frequently. Have replaced the dryer filter and rebuilt the lower end (valves) with Haldex kit. Will start looking for / chasing leaks at this point. This rig has pretty much been my retirement project for a year or so. Keeps me broke and out of trouble. ;-)
Air dryer cycling issues are almost never caused by the air dryer. Every time the compressor unloads the dryer purges. Find out why the system won't hold pressure and your cycling issue will be cured.
OTOH, rebuilding the dryer can't hurt anything.
If you don't find an external leak start testing valves.",Chassis
"Many times the leaks are in the 1/4 "" lines between the dryer, governor and wet tank. If the governor is remote mounted, there is one more line to check.
The air pressure gauges don't monitor the wet tank, so the leak could be undetected while in the cab.
In a few cases, I've temporarily installed a air gauge in the drain valve port of the wet tank to check the lines for leaks.
The wet tank will be one end of the longer air tank with 2 drains. Look for the seam around it. The wet tank will be the shorter section.",Plumbing
"Quote:
Originally Posted by iamblum
As we all know these beasts are worse than the kids or the DW and need lots of attention. Seems like it's always asking me to bring it home for the weekend to ""give"" it some tlc. So I replaced the flush valve on the thereford Aqua magic IV, replaced the Kwikee step controller, 3 12 volt house batteries, circuit board for the Atwood water heater
and next is replacing the slide topper material. Still need to research a bit more before doing that 1. What have you don't lately?
DH replaced the old Magnetek 6345 converter/charger with a new WFCO 9845 model, then continued tearing out the old carpet. I'm just the cleanup crew so I carried the old carpet out front and tossed it over the fence and then into the trash can! Happy to say that the house batteries are showing a full charge (sans battery charger) for the first time, and the converter/charger fan actually turns on and off. Second coat of Dicor applied over new roof membrane - looks great! Delam repair on tap but not until the floor is done and we sort out whether to put together our own kit or buy one from delamrepair.com. I want to go camping soon (before winter)!",Electrical
"Quote:
Originally Posted by MikeGee
Just installed qty 2 new Group 31 chassis batteries. Now working on air dryer that is purging too frequently. Have replaced the dryer filter and rebuilt the lower end (valves) with Haldex kit. Will start looking for / chasing leaks at this point. This rig has pretty much been my retirement project for a year or so. Keeps me broke and out of trouble. ;-)
I just went through this process. The first thing i would recommend is to air it up and listen, if you don't hear anything obvious i would look up the brake tests that should be done pre trip, it gives you a guideline as to how much pressure the system should lose doing standard tests. It will give you an idea if the brake chambers are the issue. Otherwise you need a good old bottle of soap water and start hunting. Its helpful to understand how the system works, i will not go into it here but you can find all this on the internet. there are relays front and rear that control the front and rear brakes. I just went through this, I had a leaking leveling valve.",Chassis
"Changed water heater check valve yesterday (no small tas) and starter on engine today. Also lubed the chassis. I think sheâ€™s ready for the road, now.",Heating & Cooling
"Quote:
Originally Posted by ga traveler
Replaced all four tires on rear. Good for another ten years. Removed the Sony ten disc CD player. The second 10 disc player to go bad. Two years ago I replaced radio with a radio with a built in cd player. I am sticking with a am FM cd player radio from now on. Replaced broken storage door latches with latches bought on line four 4 bucks a piece. Ready for a trip to Savannah.
10 years on tires are said to be streaching it 5 to 7 years are max iv been hearing.
As tires die from inside out.
Just because it has low miles does not make it safe for a mf heave load.
Just a fyi something to ponder on",Chassis
"Quote:
Originally Posted by Chevelle427
10 years on tires are said to be streaching it 5 to 7 years are max iv been hearing.
As tires die from inside out.
Just because it has low miles does not make it safe for a mf heave load.
Just a fyi something to ponder on
I was a service manager and was lucky enough to go to the dealer show every year at Louisville. This show is not open to the public. It is for dealers only. All the representatives from the different manufacturers are there. This includes the tire manufacturers. ALL the manufacturers said there tires were good for ten years. Where does the 5 to 7 years come from? The tire dealers. They are wanting to sell more tires. I will go with the manufacturers recommendation every time. The funny thing is, according to the manufacturers, your chance of a tire failure is with a new tire. If a tire is built bad it will fail fairly soon. If it lasts several years, it was built to specs and will be good for ten years.",Chassis
"Repaired my own foggy windows on the driver and passenger side on my Bounder 35K.
Hoping I get a few years out of it.",Exterior
"Quote:
Originally Posted by Kiss4aFrog
Ordered a battery filling kit from RVupgrades. Installed it this morning and tried it out with some distilled water. So much easier than trying to fill each cell separately.
Something you may want to consider and something I always forgot to do if you winterize, is to drain the water in the feeder hose. I never had any problems but just thought I would mention it.",Electrical
"I have finally gotten bay door 7 to lock and unlock with the remote. A lot of connections cleaned and lubed the entire mechanism. Had 6 working before now all 7 do.
Just changed the 19 year old Aquajet water pump as it finally quit. Used ARV 5503-AV15-B636 model. Slipped into old spot perfectly. Hope this on lasts as long as first one.
Changed the fresh water fill as it was leaking at the hose connector.
Also got the power shades on the front window to work properly. Again contact cleaner to the rescue. Those switches are little devils to get out. Once they are out easy to work on.
Terry",Door Locks & Parts
"Got down to Mazatlan and hook up the water after running it for 10 seconds or so. Too tired at that moment to dig out my water filter and didn't get to it until two days later. Used maybe 5 gallons of water. BUT, that was enough to plug my water system with green leafy flotsam. I've been picking it out, blowing it out with air, and messing with it now for several days.
Not fun. But did have the result that I replaced the bad water pressure accumulator I had that had a factory defect...18 years old. So that's replaced now.",Plumbing and Water
"New muffler and tailpipe. Turns out Freightliner had the exact part, gave them the last digits of VIN #, two days later picked it up. Best price I could find as well. Topped off batteries, was planning on replacing all 4 6v GC house batteries last fall as they are 8 years old but didn't get around to it. . . . which was probably a good thing, since we probably won't use the RV until Fall with all the crap going around right now.
Repaired instrument panel cover lift strut in front of coach.
Need to go over roof and check sealant, but no rush as it's in the garage.
Fixed other small stuff, drawer latch here, trim molding there, that sort of thing.
It's just AMAZING all of the little nitnoid stuff that is getting done around the house with all our ""home time"".",Chassis
"Quote:
Originally Posted by Jim_HiTek
Got down to Mazatlan and hook up the water after running it for 10 seconds or so. Too tired at that moment to dig out my water filter and didn't get to it until two days later. Used maybe 5 gallons of water. BUT, that was enough to plug my water system with green leafy flotsam. I've been picking it out, blowing it out with air, and messing with it now for several days.
Not fun. But did have the result that I replaced the bad water pressure accumulator I had that had a factory defect...18 years old. So that's replaced now.
I learned the filter lesson some time back. I sure don't want that junk in the holding tank.",Plumbing and Water
"Fixed flletwood a/c control
irv2 and its contributors have been a valuable resource for people like me who own an older motor-home. In particular, I want to do a special thank you to Waiter21. Its people like him that make irv2 the valuable resource it's become.
I'm getting ready for a trip in a few weeks, but having problems with my A/C and furnace, They come on and run for no reason, and are totally unreliable. It got to the point where I was turning the circuit breakers on/off to run the units manually. I need to get this fixed before my trip
Searching through posts on irv2, this seemed to be a common problem with older Intellitec ECC control systems. Waiter21 chimed in and offered several things to get the system working, cleaning the switches and sliders, look carefully at the circuit boards for corrosion and bad solder joints especially where the connectors plugs are. He gave me his phone number and we talked on the phone. Everything looked ok, but when I tested it, there wasn't any change He suggested calling Intellitec, they may be able to repair my boards, and also check with Fleetwood, they may have some new boards in stock.
He then said he had one other option that I might be interested in. He does electronics and computers as a hobby, and had been working on a replacement for his Intellitec system. He had so much documantion that he put together a dedicated web site just for this (he does web sites as a hobby also). I wasn't expecting a lot but went there as a last resort just to see what he had done.
www.waiterecc.com
WOW - This is AWSOME
After talking to Intellitec and Fleetwood, I called Waiter21 about what it would take to get one of his systems. (his real name is John) He said he doesn't offer these for sale because he's still tweaking on it, and the market is so small its probably not a viable commercial product. He said he'd let me have one at cost, but I needed to review all the installation, operation, and technical stuff on the web site, install and operate it, then report back any problems or suggestions for improvement. He called it BETA testing.
He sent me a system, circuit board, operator panel, temperature sensor, and some custom wire bundles. It took about 2 hours to install everything. When I turned it on, IT WORKED.. I followed his recommendation to do a calibration of the original temperature sensors, they were within 1 degree.
As I operated the system over the next few days, I had two questions for him. The AUTO COOL seemed to operate a little differently than the original Intellitec. (I like the new way). He said several others had suggested changeing how the blower operates in AUTO. Everyone likes the new process, when A/C reches the set point, blower turns off about 30 seconds after the compressor turns off.
The other big one for me was the temperature display. I live in Canada and we do things the correct way, in Celsius. When I called him, he said â€œDARN, I never even thought of thatâ€. That afternoon, he calls me back and says to check my email. He had made a change to the software so you can configure it to either display in F or C. He then walked me through how to upload this change to my system.
This whole experience has been absolute awesome, If it hadn't been for irv2 and Waiter21, I probably would have spent a thousand dollars to fix the old system. Instead, I now have a modern system that has all kinds of neat features, at a small fraction of the cost. Again, Thank you Waiter21, you have some really neat hobbies.
If you're having problems with your Intellitec system, and it looks like its not repairable, take a look at what Waiter21 has put together. Visit his web site and check out his system. Contact him and see what it would take to get one of these for you motor-home. www.waiterecc.com",Heating & Cooling
